%time,field.destination_id0,field.destination_id1,field.destination_id2,field.destination_id3,field.destination_id4,field.destination_id5,field.destination_id6,field.destination_id7,field.destination_id8,field.destination_id9,field.distance0,field.stamp0,field.stamp1,field.stamp2
532294000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25013.4953193,532294000000,532294000000,532294000000
532395000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25026.3905564,532395000000,532395000000,532395000000
532495000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24909.6347424,532495000000,532495000000,532495000000
532595000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24592.4229687,532595000000,532595000000,532595000000
532696000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24902.0851525,532695000000,532695000000,532695000000
532796000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24933.7445966,532796000000,532796000000,532796000000
532896000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25146.5382296,532896000000,532896000000,532896000000
532996000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25151.8988632,532996000000,532996000000,532996000000
533096000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25169.2226777,533096000000,533096000000,533096000000
533197000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24889.3919628,533197000000,533197000000,533197000000
533298000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24829.189622,533297000000,533297000000,533297000000
533398000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24843.2974225,533398000000,533398000000,533398000000
533498000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24931.5519364,533498000000,533498000000,533498000000
533598000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24954.171317,533598000000,533598000000,533598000000
533699000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24807.1961115,533698000000,533698000000,533698000000
533799000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25075.6284812,533799000000,533799000000,533799000000
533899000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24788.2840638,533899000000,533899000000,533899000000
534000000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24846.4757664,533999000000,533999000000,533999000000
534100000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25160.5892247,534100000000,534100000000,534100000000
534200000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25101.0682594,534200000000,534200000000,534200000000
534301000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24983.6721554,534300000000,534300000000,534300000000
534401000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25092.3019659,534401000000,534401000000,534401000000
534501000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25332.0146032,534501000000,534501000000,534501000000
534602000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24852.629495,534601000000,534601000000,534601000000
534702000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25147.9997721,534702000000,534702000000,534702000000
534802000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25399.6169607,534802000000,534802000000,534802000000
534903000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24986.1503748,534902000000,534902000000,534902000000
535003000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25068.2473005,535003000000,535003000000,535003000000
535102000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24613.4513543,535102000000,535102000000,535102000000
535203000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24836.1357557,535203000000,535203000000,535203000000
535304000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24824.4860707,535304000000,535304000000,535304000000
535404000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25302.1459059,535404000000,535404000000,535404000000
535504000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24929.6959995,535504000000,535504000000,535504000000
535605000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24918.2767013,535605000000,535605000000,535605000000
535705000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24617.0672829,535705000000,535705000000,535705000000
535806000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24699.1379989,535805000000,535805000000,535805000000
535906000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24915.5746503,535906000000,535906000000,535906000000
536005000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25032.3731702,536005000000,536005000000,536005000000
536105000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25166.0783198,536105000000,536105000000,536105000000
536206000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24825.5341652,536206000000,536206000000,536206000000
536307000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25057.1137353,536307000000,536307000000,536307000000
536407000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24776.6134556,536407000000,536407000000,536407000000
536507000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24957.8569527,536507000000,536507000000,536507000000
536608000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24939.9483455,536607000000,536607000000,536607000000
536708000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24947.8299421,536708000000,536708000000,536708000000
536808000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25179.8116329,536808000000,536808000000,536808000000
536909000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24978.8314057,536908000000,536908000000,536908000000
537009000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25159.7617434,537009000000,537009000000,537009000000
537109000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24451.771803,537109000000,537109000000,537109000000
537210000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25036.3876841,537209000000,537209000000,537209000000
537310000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24894.7540655,537310000000,537310000000,537310000000
537410000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24869.6775044,537410000000,537410000000,537410000000
537510000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25259.4168039,537510000000,537510000000,537510000000
537611000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25329.2076889,537610000000,537610000000,537610000000
537711000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24872.3640567,537711000000,537711000000,537711000000
537811000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24942.2245044,537811000000,537811000000,537811000000
537910000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,24849.9024364,537910000000,537910000000,537910000000
538011000000,28209,28210,28211,28212,28213,28214,28215,28216,28217,28224,25115.8972096,538010000000,538010000000,538010000000
